file_name,text
P90rFZQFqWk.png,"live recording, male voice, slow rock, guitar, double bass, drums, low quality music, romantic theme, vocal harmony, moderate tempo"
-4SYC2YgzL8.png,"solo live direct input acoustic guitar strumming, airy suspended open chords, low fidelity, ambient sounds, paper shuffling"
P97w3AdePgQ.png,"trumpet, piano, latin percussion, rhythm, piano, spoken word, melodic, salsa, latin music, dance, joyful"
-5FoeegAgvU.png,"brass, double bass, strings, instrumental, no voice, percussion"
P996TZp25PM.png,"instrumental, keyboard accompaniment, congas, string instrument harmony, hawaiian guitar, ukele, steady bass lines, regional pop, folk pop, pleasant melody, bongos, bass lines, harp, people talking, soft, mellow, ambient, muffled music"
-5f6hjZf9Yw.png,"folk music, rubab, male voice, slow tempo, emotional song, low quality audio, violin, accordion"
P9fh7rOIKcM.png,"male sounds, punching sounds, crowd cheering, glass smashing sound, accordion"
-5xOcMJpTUk.png,"guitarist, male talking, twang sounds, mediocre audio quality, guitar string tones, guitar technique, fretboard sounds, guitar demo, online guitar lessons, home music video, youtube tutorial, bas]d audio quality, humming noise, energetic, passionate, spirited okay, strong voice, ambient room noises"
PAX2PMha2dU.png,"piano accompaniment, different music tracks, youtube, idea music track, audio transitions, forest ambient sounds, male singer, water filling sounds, medium tempo, steady drumming, insect noises, ambient tones, comical, funny video music track, male sighing tones, poor audio quality, marching style drumming"
-6HBGg1cAI0.png,"folk song, traditional song, middle eastern song, male voice, darbuka, oud instrument, moderate tempo, middle eastern instruments"
PB3i02Cjf1k.png,"amateur recording, e-guitar"
PBMfPDei93s.png,"female singer, hip hop music, backup singers, modern hip hop hits, slow tempo, groovy bass line, steady percussive rhythm, keyboard accompaniment, story telling, emotional, motivational, inspiring, groovy rhythm, hip hop dance music, emotional, romantic, love song, high spirits, self discovery"
PBqNpMpD76k.png,"low quality, tropical, mono, noisy, exotic marimba melody, jazzy drums, shimmering hi hats, syncopated snare, muddy bass, piano keys chords, loud, thin, mumbling crowd noises, water splashing noise"
PE1ges9nn6A.png,"female voice, drums, tambourine, bass guitar, synth sounds, electric guitar"
-6QGvxvaTkI.png,"low quality, echoing male vocal, acoustic strings melody, crowd chattering, wooden percussions, plucked strings melody, live performance, traditional, noisy, passionate"
PF5LgwJjYuA.png,"armenian, pop music, ballad, male vocal, melodic singing, piano, strings, bass guitar, acoustic drums, sentimental, romantic, wedding, slow tempo"
-6pcgdLfb_A.png,"r&b, soul, male vocal, melodic singing, strings sample, strong bass, electronic drums, sensual, groovy, urban"
PF6Mn51Nkvs.png,"instrumental, melodious violins, mellow, soft, soothing, pleasant, ambient, bright trumpets, boomy bass line, slick drumming, slow tempo, table turner, cymbals, keyboard accompaniment, glass shattering, thudding, crashing"
-7B9tPuIP-w.png,"male vocalist, medium fast tempo, monologue, background music, hit songs, retro, narrator, narration, documentary, animated singing, enthusiastic drumming, cymbal ride, electric guitar, groovy bass lines, rock and rock, classic rock and rock, muffled, blues, rock hits, vocalisation"
PFX2OO75sRQ.png,"hip hop/rap, repetitive plucked synth melody, snaps, flat male vocal, background filtered male vocals, distorted 808 bass, addictive synth lead melody, low quality, mono, offbeat hi hats"
-7wUQP6G5EQ.png,"low quality, noisy, renaissance music, soft wooden percussions, mellow harmonized flute melody, mellow, soulful, passionate, emotional, vintage"
PFa1XVCgPgM.png,"low quality, live performance, reverberant, noisy, muffled, coughing, classical, opera, fruity male vocal, piano melody, emotional, passionate, telephone ring"
-88me9bBzrk.png,"hindi, tablas, shrutibox, bansuri flute, medium tempo"
PFtcnQqLdEc.png,"anthem, amateur recording, theremin, drum rolls, flutes, brass section, medium to uptempo, traditional"
-8C-gydUbR8.png,"gospel music, poor sound quality, children choir, medium tempo, black gospel music, distorted sound quality, meditative, devotional, inspiring, motivational, christian contemporary music, steady drumming rhythm, groovy bass line, keyboard harmony, retro christian songs"
PIIAyM4H1UE.png,"instrumental, electronic instrumentation, white noise, no vocals, no percussions, boomy bass, synthesised  chime like sound, eerie, spooky, sinister, scary, dangerous, mysterious, unearthly, terrifying, horror, atmospheric synthesiser"
-8cgbhIR_pw.png,"low quality, passionate muddy male vocal, arpeggiated acoustic guitar melody, noisy, muddy, cover, emotional, ballad, raw, messy"
PJRG2bwphUc.png,"low quality, echoing female vocal, harmonizing male vocal, rumbly sound effect, unbalanced stereo image, passionate, emotional"
-BHPu-dPmWQ.png,"intimate wide mixed vocals, synth lead melody, punchy kick, noisy snare, claps, groovy bass guitar, tinny wide hi hats, short snare roll, alternative/indie, electric guitar melody, easygoing, melancholic"
PJUffXn-LIk.png,"amateur recording, live performance, female choir, crowd cheering, applause"
-BIMKnb3tlo.png,"hindustani classical music, harmonium, bansuri, tabla, electronic drums, upbeat, joyful"
PKJMsnUJ994.png,"traditional balinese music, flutes, gambelan bamboo mallets, birds chirping, medium to uptempo, uplifting energy"
-Bu7YaslRW0.png,"atmospheric, cinematic, calming, flute/string/brass sound, cymbals, synth pad drone, slow tempo"
PKsdjH0RmsU.png,"instrumental, slow tempo, recorder, soulful, pure, simplicity, minimalist, folk, folk music, acoustic guitar, celtic, flute melody, dulcet, flute like instrument, soft, mellow, serene, idyllic, melancholic, calm, euphonious, wind instrument, beautiful"
-ByoSbgzr4M.png,"instrumental, electric guitar, stringed instrument, vibrato, sonic power, amplified guitar, fast tempo, rapid, vigorous, dexterous, skilled, practice, intense, rock, hard rock, home recording"
PN3Lx8RutmI.png,"male vocalist, fast tempo, acoustic guitar accompaniment, spanish guitar, lively, entertaining, enthusiastic, party song, happy, joyful, cheerful, youthful, clapping, singing along, people talking, emphatic vocals, amateur home recording, spanish song, popular song"
-CUp_Tmg2Y0.png,"low quality, mono, noisy, drums solo, double pedal kick, punchy snare, shimmering cymbals, boomy toms, energetic, manic"
-DeAdhYKbGE.png,"bagpipe ensemble, unison melody, drone, quick melody, trills, ornamentation"
PNT3hW4qFpQ.png,"low quality, percussive arpeggiated acoustic guitar melody, noisy, crowd chattering, live performance, lacking high frequencies, boomy"
POOu05eUvqE.png,"instrumental, slow tempo, harp, gentle, mellow, soothing, harp solo, minimalist, celestial, ethereal, beautiful, calming, stringed instrument, plucked string instrument, classical music, western classical, bow shaped harp, chordophone, oldest instrument, full sounding, clear, flowing, dreamy, resonating, sharp sound, cascading melody, rich"
PP3kNqPM434.png,"punk rock, male voice, distortion guitar, percussion, bass, moderate tempo, upbeat song"
PQ7cX2Cnusg.png,"rock song, guitar solo, distortion guitar, moderate tempo, guitar harmonics, scratch harmonics, whammy bar dive bomb, speed metal, no voice, instrumental, power percussion, bass"
PQXYWc3JHhU.png,"low quality, noisy, arpeggiated synth melody, synth pad chords, mellow, soft, relaxing"
-Dtir74TiUM.png,"drum & bass, electronic dance music, hollering sample, scratching, synth, electronic drums, upbeat, energetic, eerie"
PQrYV7hJWDg.png,"pop, educational, female vocal, out-of-tune singing, strings, acoustic guitar, acoustic drums, generic, bland, monotonous"
-EVRXQpt1-8.png,"oriental/ballad, guitar like instrumental, bass, male voice singing, female backing voice singing, sad, slow tempo, harp"
PRRcVdXsBQg.png,"clarinet, piano, live recording, calming, soothing, emotional"
-FEPOSP7ay0.png,"loud bells impacts, metallic squeaking sound, low quality, mono, noisy"
PRzBkZSSyY0.png,"amateur recording, three tone wood blocks, male voice speaking"
-FFx68qSAuY.png,"punk rock, gothic rock, male vocals, grunt-like singing, electric guitar, bass guitar, acoustic guitar, hard-hitting, aggressive"
PSYURntIjuc.png,"animated vocals, chipmunk noises, medium tempo, cheerful, high pitched vocals, choral section, dance rhythm, groovy rhythm, cartoony sounds, vocal acapella, no instrumentation, vocal harmony, choral harmony, auto tuned vocals, exciting, parody"
-FlvaZQOr2I.png,"building suspense, cartoon show soundtrack, story telling, tense harmony, drumming rolls, poor audio quality, instrumental music, medium tempo, suspense, mystery, string section harmony, animated show, horns playing to a crescendo, poor audio quality, low bass thumps"
PTCsH-ffeq4.png,"cinematic, horror music, synth strings, disturbing noises, heart beat, medium to upbeat"
-Gf4Ihv1zwc.png,"christmas, festive, celtic, female vocal, melodic singing, strings, piano, harp, dulcimer, calming, positive"
-IZbvEO9wzU.png,"jingle, chipmunk vocal, transposed instruments, piano, electronic drums, high pitch, irritating, poor quality, bizarre"
-JVWfFPBl84.png,"low quality audio, tibetan singing bowl, animal sounds, no other instruments, no voices, instrumental, meditation music"
-JvB5AL59fM.png,"rock, e-guitars, e-bass, acoustic drums, keys, female voice singing, male backing voice, uptempo"
-M-6VinyMiY.png,"low quality, rock, flat male vocal, groovy bass guitar, sustained electric guitar melody, arpeggiated electric guitar melody, snappy rimshot, soft kick, shimmering hi hats, easygoing, emotional"
PTLOLz9YzmM.png,"instrumental music, indian traditional music, tambourine percussions, indian dhol percussion, stringed instrumental melody, flute playing, techno drum rhythm, groovy dance rhythm, nostalgia, stringed harmony, romantic, love song, song introduction, amateur quality recording, medium tempo"
-M6K3QoHh40.png,"low quality, r&b, boomy, passionate male vocal, claps, shimmering hi hats, groovy bass, noisy, passionate, speaker, reverberant, 4 on the floor kick"
PTl5ixI1Ogc.png,"crickets sound effects, night insects sound effects, reversed dark mellow piano melody, ambient, relaxing, calming"
-NmjCyqIavI.png,"amateur recording, beatboxing, female voice, funny, comedic"
PUy3cnNk4ys.png,"gear showcase, jam, no singer, instrumental, electric guitar, vibrato, tailpiece, easygoing, simple tune"
-O9mnfC61Ac.png,"country music, fiddle, acoustic guitar, electric guitar, gentle playing, slow tempo, easygoing, sentimental, longing"
PWVr9weg00U.png,"classical, brass composition, uptempo, uplifting energy"
-OAyRsvFGgc.png,"low quality, noisy, cover, rock, electric guitar solo melody, playback instrumental, punchy snare, punchy kick, smooth bass, soft cymbals, passionate, muffled"
PXd0NCqZLzU.png,"dubstep/electronic, scary atmosphere, digital drum elements, high pitched melody, rising, pulsating noise sounds, uptempo"
-OUIEnuNd1I.png,"classical, baroque, canon, single instrument, instrumental, harp, catchy, iconic, calming, hopeful, positive, wedding music"
PZZxVIIOQPo.png,"folk song, clarinet song, tambourine, no voices, hand percussion, sound of trumpets, fast tempo, instrumental, no voice, celebration song"
-Q9MTRXS4bE.png,"instrumental, fast tempo, happy, perky, punchy, background sounds super imposed by music, digital pads, lively, synthesised violins, upbeat, synthesiser arrangements, lively piano harmony, punchy digital drum rhythm, sound of beeping, funky bass line, tapping"
PaQGXIh94uc.png,"live performance, ukulele player, instrumental music, relaxing, casual, fast tempo, technique and expertise, ukulele online lessons, poor audio quality, ukulele strummed fast, lovely, entertaining, passionate, groovy, no other instrumentation, youtube music video, live demo, youtube cover, melancholic, emotional"
-QuWdnmn-kM.png,"sustained piano synth, lullaby, bright xylophone, mellow mellody, bass guitar, dreamy, kids music, slow tempo, nostalgic, cello, no vocals, sleepy"
PbUyPbafFh0.png,"french horn song, no other instruments, instrumental, no voice"
-R0267o4lLk.png,"latin percussion, complex rhythms, medium to uptempo"
PcdpjUIa8l0.png,"hiphop/dj/scratching, fast paced scratching, rhythmic backing music, skillfull"
-RYtUAsNhF0.png,"poor quality, no singer, instrumental, piano, strings, acoustic guitar, gentle, mellow, optimistic"
Pd4WnsXwdqw.png,"children song, mellow kid vocal, groovy bass, punchy snare, punchy kick, shimmering hi hats, shimmering bells melody, plucked strings melody, wide keys melody, happy, fun, joyful"
PdgswSjYhMw.png,"live performance, alternative rock, indie, male vocal, drowsy singing, keyboard, organ sound, electric guitar, bass guitar, acoustic drums, melancholic, repeated theme, slow tempo"
PduP4CpaDtY.png,"children song, low quality, uptempo, mono, noisy, funny male vocal, harmonizing vocals, shimmering bells melody, claps, happy, fun, joyful, muffled"
PeQ8L_svYcU.png,"pop, oriental sounding string instrument, synthesizer bit sound, e-guitar, acoustic drums, experimental, medium tempo, happy, light sounding"
-SD43H5B5hE.png,"soundeffects, cinematic, amateur recording"
PeWXdkEUPbo.png,"pop, wedding music, male vocal, melodic singing, acoustic guitar, gentle playing, mellow, tender, emotional, romantic"
-SWaCArvQug.png,"ambient room noise, instrumental, male singer, beep tones, wind noise, doorsteps, noise, non musical tones, home improvement video, unimpressive sounds, drawer closing, home video, passionate singing, medium tempo"
PemDZNVE370.png,"low quality, live performance, softly arpeggiated harp melody, mellow sustained strings, passionate, emotional"
-T4GeTHKtJQ.png,"low quality, rock, punchy kick, punchy kick, wide electric guitar melodies, distorted bass guitar, energetic crash cymbal, shimmering hi hats, harmonizing male vocals, energetic, compilation"
Pf9AaTV4-yw.png,"poor audio quality, male opera singer, building anticipation, philharmonic orchestra, string orchestra, passionate, energetic, steady marching rhythm, medium tempo, loud drumming, majestic, victory march, western classical music, male bravado, instrumental music, timpani playing, trumpets blaring, brass section"
-U16iKiXGuY.png,"low quality, mellow piano melody, noisy, lip smack noise, r&b, emotional female vocal, live performance"
PfO7ZVdzfZ4.png,"rock, passionate male vocal, punchy kick, punchy snare, shimmering hi hats, groovy bass guitar, electric guitar melodies, energetic, exciting"
-Umconw-CRE.png,"low quality, noisy, muffled, electric guitar solo melody, cover, rock instrumental playback, passionate, emotional"
PfpP3WjY118.png,"harmonica sound, no other instruments, no voices, no melody"
-UuEBhule84.png,"low quality, noisy, mono, acoustic rhythm guitar, flat male vocal, passionate, country"
Pgpd1yxLcLI.png,"church organ playing, instrumental music, passionate, emotional, romantic, love song, greatest love sings, song cover, live performance, ambient noises, bad audio quality, medium tempo, ethereal harmony, bell tones, keyboard accompaniment, groovy bass line, pop super hits, retro pop hits, romantic, eternal love, together forever, never give up"
Phy-_ko0zWU.png,"scottish folk music, instrumental, live performance, scottish bagpipes, ceremonial, lively"
Pk5NZe-ah4U.png,"instrumental, pop music, medium fast tempo, acoustic guitar, classic pop, peppy, retro music, keyboard harmony, rhythmic drumming, funky bass lines, whistle harmony, clapping, fingers snapping, simple harmony, melodic, catchy, fresh, happy, sunny"
PkkhCW04O9k.png,"amateur recording, acoustic guitar, slow tempo"
-VI2IRq17rs.png,"bell, faint speaking, male voice, resonance, live recording"
PlQibWaPAcM.png,"instrumental, fast tempo, sharp sounds, celestial, high notes, glass harp, melodious, scuffling sound in the background, ethereal, enigmatic, wine glasses, musical glasses, angelic organ, unique instrument, no accompaniment"
-VclCul6FrI.png,"low quality, noisy, mono, organ keys melody, muffled, distorted, jazzy"
Pln4GLIMqKY.png,"rap/reggeaton, electronic drums, sub bass, sound-effects, instrument samples, keys, male voice rapping, moderate tempo"
-Vo4CAMX26U.png,"low quality, low windpipe vocal sounds, nature atmosphere sound effect, birds chirping, water flowing sound effect, harsh, loud"
Pm6vRblouxc.png,"low quality, repetitive plucked arpeggiated melody, arpeggiated synth melody, low toms, punchy kick, bouncy snare, bright hi hats triplets, r&b, flat male vocal, smooth synth bass, energetic, outro, groovy"
-W5c6CeUMPE.png,"swiss folk music, yodeling, male vocal, female vocal, duet, melodeon, pastoral"
PmiH7RnCkhI.png,"low quality, echoing electric guitar melody, shimmering cymbals, synth bells melody, groovy bass guitar, weird, suspenseful, intense, noisy, mono"
-WvVG0wHcTc.png,"classical, sustained violin melody, crowd clapping, shimmering hi hats, theremin solo, subtle female vocal, live performance, electric guitar melody, low quality, noisy, mono, passionate, emotional"
Pn8HqUbNQAc.png,"male guitar teacher, guitar pedal demonstration, poor audio quality, guitarist, home video, guitar player, electric guitar solo, youtube gear demonstration, instrumental, average audio quality, amplifier, flanger unit, energetic, exciting, gadget porn"
-XN0NtrnfMY.png,"low quality, rock, instrumental, shimmering hi hats, punchy snare, groovy bass, acoustic rhythm guitar, electric guitar chord progression, energetic, addictive"
PnJx0uLJ_oE.png,"low quality, male mocking vocal, flat male vocal, strings melody, wooden percussions, shimmering hi hats, groovy, fun, happy, traditional"
-XkbErI_7EU.png,"slow jazz song, barbershop quartet, trumpets, double bass, vocal harmony, male voices, piano, slow tempo, romantic song"
PpJKo-JPVU0.png,"solo banjo, bluegrass, banjo roll, double stops, low fidelity recording"
-YATTKBtmRA.png,"hip-hop, electronic, crisp synth, melodic pad, piano sample, strong bass, loud electronic drums, modern sounding, aggressive, energetic"
PpamaOkNqoI.png,"lesson recording, drums lesson, acoustic drum fill, male voice, instructive speaking"
-YIT4HBM__g.png,"female singer, high notes, choral harmony, ethereal, vocal vibrations, ethereal, soprano, alto, whirring sound, seconds, melodic, angelic, celestial, no instruments, sound of chatter, rustling, scuffling, harmonious, amateur recording, mediocre sound recording, inferior audio quality, quality of"
Pq1jBX0RW2k.png,"meditation, waves, synth pads, whales singing, white noise, soothing, slow tempo"
-ZHpNr_KRXU.png,"folkmusic, amateur recording, accordion, percussion, male voice singing, higher register, medium to uptempo"
PqN7aT4dVN4.png,"reggae, organ, e-bass, acoustic drums, e-guitar, female voice singing, slow to medium tempo"
-_6RxZyi30Q.png,"latin dance music, zumba, amateur recording, poor quality, female voice, shouting, male vocal, melodic singing, strong bass, loud electronic drums, energetic"
PqTPbZf44E0.png,"instrumental, slow tempo, monotone, home video, home recording, amateur recording, no accompaniment, white noise, static, string instrument, ukelele, ukelele tuning"
-_OzT7Xyvok.png,"amateur recording, two acoustic guitars, flamenco, nylon string guitar, technically challenging, sloppy"
PqTTIfja0y8.png,"live recording, live performance, low quality audio, south asian music, indian music, tabla, manjeera, emotional male vocalist, intricate percussion playing"
-bgHkxwoliw.png,"pop, digital drums, e-guitar, keyboard melodies, male voice singing, higher register, bass, uptempo, positive atmosphere"
PrMKUjFxrvQ.png,"low quality, loud bagpipes melody, reverberant, outdoor, marching sounds, noisy"
-cLzki-B06o.png,"arabesque, kurdish folk music, baglama, zurna, electronic drums, percussion, upbeat, lively, folk dance, halay"
PuJxL6tLxm4.png,"low quality, crowd talking, crowd clapping, simple bass, harp melody, passionate female vocal, mixed harmonized vocals, sustained strings melody, soul, passionate, emotional, live performance, playback"
-cQ-jUTEgck.png,"southern rock, blues rock, live performance, electric guitar, guitar solo, keyboard, bass guitar, acoustic drums, groovy"
-dVgUSrR8g4.png,"intense, vigorous, loud electric guitar feedback, intense, psychedelic, trap, trance, hard rock, enthusiastic, energetic, spirited, hyper, fast tempo, goth rock, heavy  metal, amplified guitar, intense drumming, chattering sounds, scratching, screeching, vigorous keyboard"
-e4wXAy1iVo.png,"pop, ukulele, female voices singing, harmony, amateur recording, medium to uptempo"
PufDOSkxwzQ.png,"low quality, noisy, dissonant harmonica melody, birds chirping, dog bark, outdoor, tutorial, leg tapping"
Puu8SEqYN0k.png,"movie trailer, sound effects, heartbeat, beating, terrified female voice, water running, cinematic synth, piano, transition effects, dread, bleak, horror, violence, movie music"
Pv8ZWvM8bhw.png,"low quality, noisy, mono, cowbell percussion, tinny metallic impacts, loud, resonating"
PvHKu1XRSJ0.png,"tuning, instructive, no singer, electric guitar, repeated notes"
-eDAoheZrY8.png,"movie soundtrack, philharmonic orchestra, crescendo, booming lower harmony, average audio quality, tense, sci-fi music, string section harmony, suspenseful music, horn section, drums playing slowly, instrumental music, mysterious, science fiction, exploring dangerous territory, tuba, building tension"
PwmXO0J-PAA.png,"alternative country, rock, male vocal, melodic singing, electric guitar, bass guitar, acoustic drums, simple tune, easygoing"
-f1DNyngKVY.png,"sitar, no singer, instrumental, single instrument, medium-to-high range, transcendental, relaxing, calming, meditation"
PxXR74Uohfg.png,"amateur recording, tablas, metallic rattle instrument, positive energy, crowd cheering"
-f6s6kQEHFY.png,"slow pop, ethereal song, ambient sounds, no lyrics, female voice, autotune voice, piano song, synth sounds, slow tempo, bass, no percussion, haunting melody"
PxxyplPsqBY.png,"instrumental, fast tempo, synthesised sounds, electronic arrangements, digital beats, punchy, buoyant, youthful, energetic, pulsating, vibrations, electrifying, trance, trap, trippy, hynoptic, psychedelic, techno pop, electronica, electro pop, edm, dance music, club music, synthesiser articulation, dj, fourth world music, futuristic, dj mixer, groovy"
-fxh7jAJR8U.png,"boy band, male singers, vocal harmony, retro pop hits, singing parts, medium tempo, keyboard accompaniment, steady drumming rhythm, steady bass line, tambourine percussions, love song, romantic, passionate, groovy music, inspiring, passionate, spirited, soothing, relaxing, comforting, bells percussions"
Py8Vd0-qxYU.png,"female singer, medium tempo, pop, spirited, lively, buoyant, engaging, vivacious, spanish, amateur recording, muffled audio, acordion harmony, congas beat, keyboard accompaniment, rhythmic acoustic guitar, live performance, outdoors, ambient sounds, people talking, cheering, clapping, inferior audio quality, groovy dance beat, buoyant, youthful, tambourine beats"
-hSMzrWZCAE.png,"male voice, electric guitar, distortion effect, drums, synth bass, pop rock genre"
PyVuHAskeUg.png,"low quality, rock, passionate electric guitar solo melody, cover, playback, groovy bass guitar, shimmering cymbals, punchy snare, punchy kick, mellow synth keys chords, groovy, passionate"
-hYRFCQdbLg.png,"upbeat instrumental, loud marimba melody, noisy, low quality"
Pzp_oTEn0Yk.png,"toy review, package opening, background music, jazz, clarinet, brass, upright bass, piano, acoustic drums, cheerful, lively"
-i9gpG3vPwA.png,"instrumental, two tracks, electronic music, harmonic, futuristic, engaging, captivating, dance groove, electro pop, unrelated tracks, synthesiser articulation, funky drumming, enthusiastic digital drum rhythm, keyboard harmony, dance pop, edm, pleasant, ambient, amplified paino, surround sound"
-i9uQMysy_A.png,"beat boxing, vocal percussion, mimicking drum machines, vocal percussion simulation, vocal sound effects, rap, hip hop, vocalisation, rapid, vigorous drumming sound, digital drum sounds, vocal percussion, vocal turn table, vigorous, tireless, energetic, vocal drum machine"
-jpbCWcz2pk.png,"comedy, hip-hop, male vocal, rapping, piano, electric guitar, bass guitar, electronic drums, funny, amusing, hip"
-kpR93atgd8.png,"ska, saxophone, e-guitar, acoustic drums, percussion, keys, e-bass, fast tempo, uplifting energy"
-lPXTBXa0tE.png,"bad audio quality, vintage guitar tone, passionate, spirited, guitar demo, soloist, antique guitar, youtube music class, master class, buzzing noise, instrumental music, ambient room noise, bad audio quality, super tone unique tone, melancholic, country music, medium tempo, rich country traditions"
Q-ATDBgDbLE.png,"chamber music, orchestra, harp, flute, violin, viola, cello, rising and falling pattern, mysterious, intriguing, movie music"
-m5ZlWziIeA.png,"amateur recording, vinyl scratching, programmed percussion, bass, synth sounds, moderate tempo, male voice, dj song"
Q0KwG3ynscI.png,"dubstep, industrial, saw wave pad sounds, sub bass, electronic drums, medium tempo"
-m9pH0WXQto.png,"electro pop, low quality, flat female vocal, wide background female doubling vocals, airplane sound effect, explosion sound effect, arpeggiated synth melody, shimmering tinny bells melody, energetic muffled crash cymbals, quiet drums, boomy groovy bass, simple hi hats, 4 on the floor kick, claps"
Q0VVfneN8MI.png,"amateur recording, celtic folkmusic, mandolin, uptempo, uplifting energy"
-mA_bqD1tgU.png,"low quality, folk, wooden percussions, groovy bass, breathy flute melody, groovy piano melody, sustained strings melody, shimmering shakers, passionate, happy, joyful"
Q1LJotkUbUY.png,"cinematic/meditative, strings, acoustic guitar, flute, slow tempo"
-mB_XLq6g1g.png,"amateur recording, kids voice streaming, trumpets, acoustic drums, e-bass, out of tune, parody, medium to uptempo"
Q1pjymZOm6Q.png,"male singer, backup singers, hip hop dance music, vocal harmony, screaming vocals, steady drumming rhythm, clapping percussion, keyboard accompaniment, piano accompaniment, groovy rhythm, various percussion hits, hip hop love songs, slow dance, romantic, courtship song, madly in love, infatuation, love at first sight, poor audio quality, retro hip hop hits, percussive bass line, medium tempo"
-nlkWWphiaM.png,"low quality, live performance, fruity male vocal, accordion melody, acoustic rhythm guitar, shimmering bells, emotional, hopeful, mono, noisy"
Q2Omtt4A8ls.png,"traditional/folkmusic, acoustic guitar, djembe, frame drum, bagpipe, male voice speaking, crowd cheering and clapping, medium to uptempo, amateur recording"
Q6G1XGwd-rM.png,"low quality, noisy, mono, flat male vocal, acoustic guitar percussive tapping, crushed"
Q6SgmlYMYLA.png,"ambient jazz, e-guitar, pad/string sounds, e-piano, acoustic drums, medium to uptempo"
Q6dVti1YVwM.png,"waltz, orchestral string melody, sitar, vintage, bollywood, pentatonic melody, exotic, south asian"
Q75y0TIp7Ds.png,"classical, low quality, mono, rhythmic shoe tapping foley, background music, happy woodwind instrument, happy piano chord progression, happy, fun, audio cutouts"
-o0ZtQIkM60.png,"video game theme, cinematic strings, wind sound effect, male choir, percussion, epic, dramatic, tension"
Q789S_9JCio.png,"hip hop, trap, skittering hi-hat pattern, boy band, male harmonized singing, teen, pop, 808 bass, international"
-oP-XX28B0s.png,"male singer, hip hop music, backup singers, live performance, live audience, super hits, piano accompaniment, groovy bass line, steady drumming line, slick drumming rhythm, emotional, romantic, passionate, together forever, love song, hip hop hits, groovy rhythm, dance song, hip hops love song, clapping rhythm"
Q7oWXOByo28.png,"electropop, dance music, female voice, repetitive vocal melody, distant sounding voice, disco music, funky bass, programmed percussion, fast tempo, synth sounds, happy mood, club song"
-pUfYFcsgG4.png,"amateur recording, bell sounds, birds singing"
Q8QXzYpl6Tw.png,"amateur recording, trumpet, horn, clarinet"
-qcTD2o6I9s.png,"techno/pop, digital drums, synth lead, organ, pad sounds, male voice singing/rapping, backing vocals, fast tempo"
Q8X6geEBR2o.png,"pop rock, female vocal, melodic singing, electric guitar, acoustic guitar, bass guitar, acoustic drums, simple tune, chill, easygoing, generic"
-r2-9oyIzkQ.png,"romance, wide background crowd screaming, electric guitar lick, emotional piano chord progression, passionate male vocal, low tom roll, soft crash cymbal, heartfelt, romantic, emotional, passionate"
Q8f6y2IcVg0.png,"low quality, echoing energetic male vocal, wide electric guitar chord progression, energetic crash cymbals, punchy snare, boomy kick, groovy bass guitar, rock, live performance, energetic, exciting"
